customer_id,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus,cust_name,Bonus_ROI,Age_Group,Customer_Lifetime_Value,Income_Category
7601,French Polynesia,18,Male,69793,55,19,97,28.0,95382,991,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
7577,Monaco,38,Male,93114,23,34,184,40.0,95308,996,100,1000,5000,500,50000,No,Brandy Burton,4.0,31-45,500000,High Income
7439,Andorra,58,Female,145064,40,32,365,28.0,93213,993,100,1000,5000,500,50000,Yes,Christopher Walsh,4.0,46-60,500000,High Income
5518,Maldives,64,Female,57880,30,27,133,37.0,99384,991,100,1000,5000,500,50000,Yes,Kelsey Valenzuela,4.0,60+,500000,Middle Income
2405,Azerbaijan,21,Female,80634,57,17,314,43.0,95953,993,100,1000,5000,500,50000,Yes,Richard Williams,4.0,18-30,500000,High Income
6253,Mayotte,32,Male,73104,39,30,307,42.0,95598,994,100,1000,5000,500,50000,Yes,Susan Delgado,4.0,31-45,500000,High Income
6830,Cambodia,75,Female,32576,77,24,358,35.0,99910,990,100,1000,5000,500,50000,Yes,Wayne Kennedy,4.0,60+,500000,Middle Income
2138,Trinidad and Tobago,74,Female,134981,19,11,162,37.0,96603,996,100,1000,5000,500,50000,No,Kayla Banks,4.0,60+,500000,High Income
5383,United States Virgin Islands,18,Female,131886,62,24,126,36.0,99963,990,100,1000,5000,500,50000,Yes,Steven Oliver,4.0,18-30,500000,High Income
4510,Germany,41,Female,94347,25,4,228,32.0,89754,999,100,1000,5000,500,50000,No,Louis Reeves,4.0,31-45,500000,High Income
9981,Indonesia,33,Female,124982,58,7,314,31.0,92328,998,100,1000,5000,500,50000,No,Mariah Choi,4.0,31-45,500000,High Income
5345,Palestinian Territory,46,Female,50705,49,20,90,26.0,92936,990,100,1000,5000,500,50000,Yes,Donna Hill,4.0,46-60,500000,Middle Income
4002,Australia,32,Female,21330,37,5,343,22.0,78160,975,100,1000,5000,500,50000,Yes,Sarah Newman,4.0,31-45,500000,Low Income
2584,Solomon Islands,44,Female,140403,16,9,191,38.0,94947,998,100,1000,5000,500,50000,No,Antonio Salazar,4.0,31-45,500000,High Income
2839,Israel,22,Male,136694,7,14,256,46.0,90283,991,100,1000,5000,500,50000,Yes,Shirley Thomas,4.0,18-30,500000,High Income
7916,Seychelles,71,Male,54564,25,8,184,36.0,94612,998,100,1000,5000,500,50000,No,Melissa Swanson,4.0,60+,500000,Middle Income
5059,Myanmar,45,Male,142941,32,12,155,37.0,97202,995,100,1000,5000,500,50000,No,Gregory Hicks,4.0,46-60,500000,High Income
6867,Nepal,51,Male,99502,7,40,242,33.0,90926,1000,100,1000,5000,500,50000,No,Vanessa Miller,4.0,46-60,500000,High Income
8998,Philippines,42,Male,61657,31,36,235,40.0,93660,998,100,1000,5000,500,50000,No,Chad Jones,4.0,31-45,500000,Middle Income
7439,Andorra,58,Female,145064,32,3,228,29.0,87104,996,100,1000,5000,500,50000,No,Christopher Walsh,4.0,46-60,500000,High Income
4002,Australia,32,Female,21330,38,30,278,45.0,91669,992,100,1000,5000,500,50000,Yes,Sarah Newman,4.0,31-45,500000,Low Income
4528,Malawi,21,Male,26630,25,10,133,30.0,93673,996,100,1000,5000,500,50000,No,Michael Gilbert,4.0,18-30,500000,Low Income
5671,Cocos (Keeling) Islands,57,Female,67431,61,16,191,46.0,91860,991,100,1000,5000,500,50000,Yes,Carol Kelly,4.0,46-60,500000,Middle Income
6055,Belarus,30,Female,29349,28,9,351,27.0,89969,993,100,1000,5000,500,50000,Yes,John Schmidt,4.0,31-45,500000,Low Income
6504,Benin,55,Male,74615,64,15,343,36.0,98725,992,100,1000,5000,500,50000,Yes,Kelli King,4.0,46-60,500000,High Income
8383,Cameroon,70,Male,67415,21,38,90,13.0,75221,975,96,992,4982,500,49988,Yes,Sarah Jones,4.022177419,60+,478272,Middle Income
1905,Thailand,43,Male,129735,40,18,191,47.0,90699,989,100,1000,5000,500,50000,Yes,Anna Summers,4.0,31-45,500000,High Income
8490,Luxembourg,25,Female,126272,21,30,293,44.0,93572,993,100,1000,5000,500,50000,Yes,April Martin,4.0,18-30,500000,High Income
3836,Rwanda,45,Male,28584,70,6,199,34.0,92668,1000,100,1000,5000,500,50000,No,Christopher Anderson,4.0,46-60,500000,Low Income
9896,Heard Island and McDonald Islands,34,Female,128821,8,38,184,33.0,92979,999,100,1000,5000,500,50000,No,Renee Smith,4.0,31-45,500000,High Income
6134,Denmark,32,Female,69538,79,22,343,38.0,99547,990,100,1000,5000,500,50000,Yes,Katelyn Williamson,4.0,31-45,500000,Middle Income
1610,Burundi,60,Male,131130,23,3,90,6.0,75221,975,68,854,4714,495,49106,Yes,Denise Harris,4.519906323,60+,320552,High Income
3198,Slovenia,39,Female,127327,73,11,228,43.0,92668,995,100,1000,5000,500,50000,Yes,Christian Garcia,4.0,31-45,500000,High Income
9611,Nigeria,80,Female,52116,18,7,322,30.0,91407,997,100,1000,5000,500,50000,No,Casey Sampson,4.0,60+,500000,Middle Income
6297,Jordan,49,Female,121590,73,37,119,23.0,82145,978,100,1000,5000,500,50000,Yes,Zachary Hayes,4.0,46-60,500000,High Income
9860,Germany,29,Female,33913,27,39,213,34.0,92270,1000,100,1000,5000,500,50000,No,Joshua Cox,4.0,18-30,500000,Middle Income
4689,Solomon Islands,34,Female,78318,79,4,90,8.0,75221,975,82,939,4881,499,49728,Yes,James Huber,4.198083067,31-45,400242,High Income
8889,Rwanda,52,Female,87523,30,14,90,23.0,85722,982,100,1000,5000,500,50000,Yes,Samantha Lewis,4.0,46-60,500000,High Income
1691,Bermuda,77,Female,146125,32,14,170,41.0,95995,994,100,1000,5000,500,50000,No,Jamie Wilkinson,4.0,60+,500000,High Income
7145,Azerbaijan,23,Male,113107,5,15,141,37.0,98614,992,100,1000,5000,500,50000,No,Ashley Robinson,4.0,18-30,500000,High Income
5438,Czech Republic,32,Female,68162,37,25,170,45.0,94129,992,100,1000,5000,500,50000,Yes,Krystal Martin,4.0,31-45,500000,Middle Income
7681,Pitcairn Islands,77,Female,41032,16,9,351,27.0,89969,993,100,1000,5000,500,50000,No,Brandon Welch,4.0,60+,500000,Middle Income
6695,Comoros,25,Male,100015,6,33,285,42.0,94382,995,100,1000,5000,500,50000,No,William Allen,4.0,18-30,500000,High Income
8273,Macao,30,Female,73841,21,9,177,36.0,95336,998,100,1000,5000,500,50000,No,Michelle Rivera,4.0,31-45,500000,High Income
4358,Kenya,62,Female,110880,19,39,155,27.0,87295,993,100,1000,5000,500,50000,Yes,Jessica Johnston,4.0,60+,500000,High Income
3055,Belarus,59,Male,60455,54,35,90,17.0,75221,975,99,999,4998,500,50000,Yes,Julia Greene,4.003003003,46-60,494802,Middle Income
9036,Maldives,26,Male,121486,62,36,97,18.0,75221,975,99,1000,4999,500,50000,Yes,Sara Hooper,3.999,18-30,494901,High Income
2387,Bulgaria,28,Female,41544,47,12,177,40.0,95747,995,100,1000,5000,500,50000,No,Kathleen Holmes,4.0,18-30,500000,Middle Income
8998,Philippines,42,Male,61657,50,29,358,33.0,98185,992,100,1000,5000,500,50000,Yes,Chad Jones,4.0,31-45,500000,Middle Income
3929,Norfolk Island,38,Female,52573,79,35,177,37.0,95533,997,100,1000,5000,500,50000,Yes,Matthew Daniels,4.0,31-45,500000,Middle Income
4042,Cook Islands,18,Male,138250,53,16,235,48.0,87905,986,100,1000,5000,500,50000,Yes,Chad Bernard,4.0,18-30,500000,High Income
4454,Jamaica,39,Male,139911,62,37,278,37.0,94118,999,100,1000,5000,500,50000,Yes,Casey Rodriguez,4.0,31-45,500000,High Income
5098,Belgium,65,Female,140851,64,5,119,18.0,75221,975,99,999,4998,500,50000,Yes,Dennis Smith,4.003003003,60+,494802,High Income
7145,Cote d'Ivoire,66,Male,111579,8,7,133,25.0,85973,988,100,1000,5000,500,50000,No,Matthew Olson,4.0,60+,500000,High Income
4446,Faroe Islands,70,Female,53478,60,38,155,29.0,90184,996,100,1000,5000,500,50000,Yes,Rachel Simmons,4.0,60+,500000,Middle Income
7601,French Polynesia,18,Male,69793,37,19,285,47.0,90074,988,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
9909,Korea,78,Male,40674,15,16,343,36.0,99056,992,100,1000,5000,500,50000,Yes,Adam Ramos,4.0,60+,500000,Middle Income
7667,Liberia,24,Male,45511,79,31,191,44.0,93381,994,100,1000,5000,500,50000,Yes,Lisa Lucas,4.0,18-30,500000,Middle Income
4152,Eritrea,52,Female,122405,10,37,155,31.0,92453,998,100,1000,5000,500,50000,No,Jennifer Clark,4.0,46-60,500000,High Income
8844,Brunei Darussalam,36,Female,35151,59,10,343,30.0,93873,996,100,1000,5000,500,50000,Yes,Willie Schmidt,4.0,31-45,500000,Middle Income
3464,Italy,57,Female,119264,24,37,220,38.0,93802,999,100,1000,5000,500,50000,No,Michael Lewis,4.0,46-60,500000,High Income
2394,San Marino,32,Male,23823,46,11,213,43.0,93277,995,100,1000,5000,500,50000,No,Cassidy Gomez,4.0,31-45,500000,Low Income
1910,Malta,63,Female,145011,20,39,141,24.0,83214,983,100,1000,5000,500,50000,Yes,Kim Jones,4.0,60+,500000,High Income
5978,Finland,32,Male,73990,14,3,314,23.0,78985,975,100,1000,5000,500,50000,Yes,Timothy Griffin,4.0,31-45,500000,High Income
1014,Colombia,29,Male,122772,30,18,184,46.0,91945,991,100,1000,5000,500,50000,Yes,Charles Hernandez,4.0,18-30,500000,High Income
6830,Cambodia,75,Female,32576,30,22,365,33.0,99410,990,100,1000,5000,500,50000,Yes,Wayne Kennedy,4.0,60+,500000,Middle Income
7859,Lithuania,52,Male,22975,46,22,358,35.0,99947,990,100,1000,5000,500,50000,Yes,Dennis Freeman,4.0,46-60,500000,Low Income
4537,Albania,31,Female,22318,79,36,285,38.0,94709,998,100,1000,5000,500,50000,Yes,Morgan Clarke,4.0,31-45,500000,Low Income
6548,Wallis and Futuna,52,Female,43777,64,32,155,38.0,97312,995,100,1000,5000,500,50000,Yes,Robert Wagner,4.0,46-60,500000,Middle Income
4985,Ukraine,64,Male,117273,77,22,112,32.0,99280,990,100,1000,5000,500,50000,Yes,Ruth Kemp,4.0,60+,500000,High Income
8659,Cote d'Ivoire,66,Male,100682,68,3,191,27.0,84613,990,100,1000,5000,500,50000,Yes,Geoffrey Hernandez,4.0,60+,500000,High Income
6084,Malta,78,Male,42701,76,8,343,27.0,89396,993,100,1000,5000,500,50000,Yes,Daniel Mendoza,4.0,60+,500000,Middle Income
2584,Solomon Islands,44,Female,140403,9,39,104,15.0,75221,975,98,997,4993,500,49997,Yes,Antonio Salazar,4.008024072,31-45,489314,High Income
3418,Gabon,41,Female,35213,75,30,97,25.0,90730,990,100,1000,5000,500,50000,Yes,Aaron Lee,4.0,31-45,500000,Middle Income
8303,Denmark,45,Male,119298,34,20,141,39.0,98928,991,100,1000,5000,500,50000,Yes,Ashley Mcgee,4.0,46-60,500000,High Income
3359,Iceland,39,Female,36656,78,17,336,38.0,98809,992,100,1000,5000,500,50000,Yes,Gary Marshall,4.0,31-45,500000,Middle Income
7067,Philippines,24,Female,122689,30,33,300,40.0,95648,996,100,1000,5000,500,50000,Yes,Alexander Thompson,4.0,18-30,500000,High Income
5724,Bosnia and Herzegovina,71,Female,26477,59,24,307,45.0,93760,991,100,1000,5000,500,50000,Yes,Virginia Ray,4.0,60+,500000,Low Income
2880,Tonga,22,Male,47751,61,11,177,39.0,95860,996,100,1000,5000,500,50000,No,David Myers,4.0,18-30,500000,Middle Income
6293,Tuvalu,62,Female,56786,71,27,329,40.0,97971,992,100,1000,5000,500,50000,Yes,Lee Oliver,4.0,60+,500000,Middle Income
6497,Paraguay,51,Female,114452,20,29,228,48.0,88420,987,100,1000,5000,500,50000,Yes,Christopher Olsen,4.0,46-60,500000,High Income
6385,China,41,Female,84412,57,35,365,24.0,86172,986,100,1000,5000,500,50000,Yes,Lori Stewart,4.0,31-45,500000,High Income
5802,Turkmenistan,52,Female,69590,18,38,235,37.0,93278,999,100,1000,5000,500,50000,No,Johnny Fisher,4.0,46-60,500000,Middle Income
3000,British Indian Ocean Territory (Chagos Archipelago),68,Male,97835,5,25,141,39.0,98917,991,100,1000,5000,500,50000,No,James Wilson,4.0,60+,500000,High Income
1715,Germany,74,Female,144543,22,34,336,33.0,95690,996,100,1000,5000,500,50000,No,James Clayton,4.0,60+,500000,High Income
5845,Antigua and Barbuda,48,Male,104001,32,5,199,32.0,90964,999,100,1000,5000,500,50000,No,Ian Adams,4.0,46-60,500000,High Income
3244,Azerbaijan,41,Female,95090,58,18,365,32.0,98642,991,100,1000,5000,500,50000,Yes,Omar Luna,4.0,31-45,500000,High Income
1644,Portugal,65,Male,26652,71,31,264,45.0,91065,992,100,1000,5000,500,50000,Yes,Dustin Palmer,4.0,60+,500000,Low Income
4510,Germany,41,Female,94347,42,6,336,25.0,85173,988,100,1000,5000,500,50000,Yes,Louis Reeves,4.0,31-45,500000,High Income
7080,Portugal,49,Female,46011,17,9,264,40.0,94087,997,100,1000,5000,500,50000,No,Lacey Nichols,4.0,46-60,500000,Middle Income
5573,Mozambique,46,Female,110148,64,17,162,42.0,96127,993,100,1000,5000,500,50000,Yes,Jackson Medina,4.0,46-60,500000,High Income
7027,Argentina,36,Male,80942,40,14,329,38.0,97994,993,100,1000,5000,500,50000,Yes,Jill Hicks,4.0,31-45,500000,High Income
3161,Belarus,39,Male,38232,38,14,177,42.0,95073,994,100,1000,5000,500,50000,No,Gabriel Davis,4.0,31-45,500000,Middle Income
7656,Dominican Republic,43,Female,135966,6,22,119,34.0,99902,990,100,1000,5000,500,50000,No,Matthew Ward,4.0,31-45,500000,High Income
4600,Tonga,49,Male,34084,73,28,358,33.0,98786,992,100,1000,5000,500,50000,Yes,Gloria Adams,4.0,46-60,500000,Middle Income
9960,Guinea-Bissau,65,Male,104389,60,7,307,32.0,92971,999,100,1000,5000,500,50000,No,Kevin Johnson,4.0,60+,500000,High Income
3670,Australia,47,Female,30710,65,1,220,25.0,78753,975,100,1000,5000,500,50000,Yes,Jaime Nelson,4.0,46-60,500000,Middle Income
9860,Germany,29,Female,33913,23,36,264,39.0,94031,998,100,1000,5000,500,50000,No,Joshua Cox,4.0,18-30,500000,Middle Income
6537,Grenada,38,Female,87218,40,28,351,35.0,99202,991,100,1000,5000,500,50000,Yes,James Rodriguez,4.0,31-45,500000,High Income
4762,Bangladesh,72,Male,103933,10,26,112,32.0,98713,991,100,1000,5000,500,50000,No,Tammie Brewer,4.0,60+,500000,High Income
9662,Hungary,33,Male,117331,64,25,213,49.0,86889,983,100,1000,5000,500,50000,Yes,Kathy Harvey,4.0,31-45,500000,High Income
3682,Turks and Caicos Islands,74,Male,20021,33,9,365,23.0,84290,982,100,1000,5000,500,50000,Yes,Corey Arias,4.0,60+,500000,Low Income
9036,Maldives,26,Male,121486,9,12,133,32.0,96543,995,100,1000,5000,500,50000,No,Sara Hooper,4.0,18-30,500000,High Income
3600,Central African Republic,54,Female,49111,15,19,256,49.0,86402,982,100,1000,5000,500,50000,Yes,Jennifer Howard,4.0,46-60,500000,Middle Income
3761,Switzerland,20,Male,124780,44,34,264,42.0,93369,996,100,1000,5000,500,50000,Yes,Amanda Allen,4.0,18-30,500000,High Income
7667,Liberia,24,Male,45511,63,38,97,15.0,75221,975,98,997,4992,500,49997,Yes,Lisa Lucas,4.007021063,18-30,489216,Middle Income
2584,Solomon Islands,44,Female,140403,52,34,206,42.0,93838,996,100,1000,5000,500,50000,Yes,Antonio Salazar,4.0,31-45,500000,High Income
8202,Romania,80,Male,53342,23,27,336,39.0,98795,991,100,1000,5000,500,50000,Yes,Brenda Cook,4.0,60+,500000,Middle Income
9360,Costa Rica,40,Female,47063,70,11,235,43.0,92534,995,100,1000,5000,500,50000,Yes,Crystal Whitaker,4.0,31-45,500000,Middle Income
1829,Yemen,55,Male,91839,62,15,141,37.0,98614,992,100,1000,5000,500,50000,Yes,Randy Hall,4.0,46-60,500000,High Income
4358,Kenya,62,Female,110880,11,3,228,29.0,87104,996,100,1000,5000,500,50000,No,Jessica Johnston,4.0,60+,500000,High Income
4290,Liechtenstein,63,Male,108716,50,2,329,19.0,75221,975,99,999,4997,500,50000,Yes,James Collier,4.002002002,60+,494703,High Income
7584,Nauru,51,Male,142921,47,37,177,34.0,94038,999,100,1000,5000,500,50000,No,Jonathan Mullins,4.0,46-60,500000,High Income
3149,Fiji,18,Female,142917,16,40,162,27.0,85469,990,100,1000,5000,500,50000,Yes,Clifford Johnson,4.0,18-30,500000,High Income
1528,Guernsey,45,Female,114050,24,8,343,27.0,89396,993,100,1000,5000,500,50000,No,Nicole May,4.0,46-60,500000,High Income
2401,Slovakia (Slovak Republic),63,Female,43734,10,23,112,33.0,99310,990,100,1000,5000,500,50000,No,Jason Lawrence,4.0,60+,500000,Middle Income
9214,Uruguay,62,Male,22283,75,8,351,26.0,87103,990,100,1000,5000,500,50000,Yes,Elizabeth Barry,4.0,60+,500000,Low Income
1041,Finland,79,Male,75946,32,37,199,37.0,94131,999,100,1000,5000,500,50000,No,Austin Simmons,4.0,60+,500000,High Income
6292,Cayman Islands,51,Female,44422,63,24,141,39.0,98911,991,100,1000,5000,500,50000,Yes,James Yates,4.0,46-60,500000,Middle Income
2111,Canada,47,Female,88660,16,3,141,19.0,75221,975,99,999,4998,500,50000,Yes,Eric Richard,4.003003003,46-60,494802,High Income
9228,Cuba,63,Female,101360,21,3,300,26.0,82471,984,100,1000,5000,500,50000,Yes,Melissa Dudley,4.0,60+,500000,High Income
3334,Bulgaria,51,Male,49970,69,32,358,30.0,95105,994,100,1000,5000,500,50000,Yes,Bryan Garcia,4.0,46-60,500000,Middle Income
6039,Niue,55,Female,117210,53,2,199,26.0,81405,983,100,1000,5000,500,50000,Yes,David Wise,4.0,46-60,500000,High Income
4377,Western Sahara,76,Male,79995,23,11,271,42.0,93652,996,100,1000,5000,500,50000,No,Pamela Perkins,4.0,60+,500000,High Income
4044,Tuvalu,27,Female,79179,47,16,119,33.0,98360,992,100,1000,5000,500,50000,Yes,Katelyn Sanders,4.0,18-30,500000,High Income
6942,Mongolia,39,Female,144171,72,12,213,44.0,92565,994,100,1000,5000,500,50000,Yes,Sharon Baldwin,4.0,31-45,500000,High Income
6548,Wallis and Futuna,52,Female,43777,65,15,235,47.0,88826,988,100,1000,5000,500,50000,Yes,Robert Wagner,4.0,46-60,500000,Middle Income
4068,Mauritania,57,Male,144049,44,10,119,26.0,89815,992,100,1000,5000,500,50000,No,Patrick Smith,4.0,46-60,500000,High Income
9390,Slovakia (Slovak Republic),23,Male,79232,54,4,220,31.0,89608,999,100,1000,5000,500,50000,No,Bill Chambers,4.0,18-30,500000,High Income
7667,Liberia,24,Male,45511,66,4,133,20.0,75221,975,99,1000,4999,500,50000,Yes,Lisa Lucas,3.999,18-30,494901,Middle Income
1041,Finland,79,Male,75946,55,31,235,46.0,90111,991,100,1000,5000,500,50000,Yes,Austin Simmons,4.0,60+,500000,High Income
2077,American Samoa,73,Male,75758,48,19,199,48.0,89075,987,100,1000,5000,500,50000,Yes,Luis Travis,4.0,60+,500000,High Income
3334,Bulgaria,51,Male,49970,19,10,90,18.0,75221,975,99,1000,4999,500,50000,Yes,Bryan Garcia,3.999,46-60,494901,Middle Income
6781,India,21,Male,126974,19,35,228,41.0,93422,997,100,1000,5000,500,50000,No,Steven Johnson,4.0,18-30,500000,High Income
9518,South Georgia and the South Sandwich Islands,53,Male,43067,39,29,271,47.0,90045,990,100,1000,5000,500,50000,Yes,Rebecca King,4.0,46-60,500000,Middle Income
5701,Philippines,41,Male,39011,48,35,365,24.0,86172,986,100,1000,5000,500,50000,Yes,Tracy Navarro,4.0,31-45,500000,Middle Income
8591,Sierra Leone,52,Male,144557,65,19,322,42.0,96729,992,100,1000,5000,500,50000,Yes,Kyle York,4.0,46-60,500000,High Income
4018,Cyprus,36,Male,68970,22,38,300,33.0,92682,999,100,1000,5000,500,50000,No,Jason Cain,4.0,31-45,500000,Middle Income
4413,South Georgia and the South Sandwich Islands,22,Female,107186,9,24,235,50.0,85178,980,100,1000,5000,500,50000,Yes,Cindy Mahoney,4.0,18-30,500000,High Income
5978,Finland,32,Male,73990,16,19,256,49.0,86402,982,100,1000,5000,500,50000,Yes,Timothy Griffin,4.0,31-45,500000,High Income
3348,Somalia,75,Female,61726,9,24,235,50.0,85178,980,100,1000,5000,500,50000,Yes,Trevor Mills,4.0,60+,500000,Middle Income
5559,British Indian Ocean Territory (Chagos Archipelago),66,Female,65063,45,32,336,35.0,97529,994,100,1000,5000,500,50000,Yes,Chris Schmitt,4.0,60+,500000,Middle Income
6417,Korea,60,Male,141730,18,20,300,46.0,92441,991,100,1000,5000,500,50000,Yes,Nancy Smith,4.0,60+,500000,High Income
7968,Chad,65,Female,75378,10,6,133,24.0,82195,980,100,1000,5000,500,50000,Yes,Stephanie Goodwin,4.0,60+,500000,High Income
6822,Antigua and Barbuda,19,Female,40305,32,4,264,31.0,89418,998,100,1000,5000,500,50000,No,Mary Arnold,4.0,18-30,500000,Middle Income
5261,Congo,18,Female,133428,69,10,293,39.0,95344,997,100,1000,5000,500,50000,Yes,Brandon Johnson,4.0,18-30,500000,High Income
3244,Azerbaijan,41,Female,95090,63,9,314,34.0,95251,997,100,1000,5000,500,50000,No,Omar Luna,4.0,31-45,500000,High Income
4506,Seychelles,40,Male,57050,72,14,199,45.0,92317,993,100,1000,5000,500,50000,Yes,Andrea Johnson,4.0,31-45,500000,Middle Income
5402,Saint Vincent and the Grenadines,46,Female,103037,15,29,104,28.0,94912,992,100,1000,5000,500,50000,No,Robert Meza,4.0,46-60,500000,High Income
8951,Panama,71,Female,135289,53,15,264,47.0,89893,990,100,1000,5000,500,50000,Yes,Lori Crawford,4.0,60+,500000,High Income
3323,Albania,59,Female,61259,75,35,119,26.0,88711,991,100,1000,5000,500,50000,Yes,Andrew Page,4.0,46-60,500000,Middle Income
2436,Ireland,50,Female,84312,58,32,285,43.0,93869,995,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
7043,Slovenia,51,Male,34227,28,23,242,50.0,85036,979,100,1000,5000,500,50000,Yes,Matthew Mills,4.0,46-60,500000,Middle Income
6134,Iran,61,Male,54236,39,34,235,43.0,92732,995,100,1000,5000,500,50000,Yes,Ashley Brown,4.0,60+,500000,Middle Income
2260,French Southern Territories,35,Female,71787,76,34,307,38.0,96078,996,100,1000,5000,500,50000,Yes,Linda Donovan,4.0,31-45,500000,High Income
8407,Chile,38,Female,94081,60,39,271,34.0,92173,1000,100,1000,5000,500,50000,Yes,Ashley Lucas,4.0,31-45,500000,High Income
6822,Antigua and Barbuda,19,Female,40305,44,4,141,21.0,75829,975,99,1000,5000,500,50000,Yes,Mary Arnold,4.0,18-30,495000,Middle Income
8936,Ukraine,34,Male,29387,35,6,242,36.0,92920,1000,100,1000,5000,500,50000,No,Debra Meza,4.0,31-45,500000,Low Income
1627,Turks and Caicos Islands,61,Female,77288,30,9,191,38.0,94947,998,100,1000,5000,500,50000,No,Gabriela Johnson,4.0,60+,500000,High Income
1207,Mexico,49,Female,89759,39,9,228,40.0,93746,997,100,1000,5000,500,50000,No,Sydney Davis,4.0,46-60,500000,High Income
4377,Western Sahara,76,Male,79995,35,16,126,34.0,98955,992,100,1000,5000,500,50000,No,Pamela Perkins,4.0,60+,500000,High Income
1258,Saint Pierre and Miquelon,23,Female,28263,33,10,104,22.0,83282,979,100,1000,5000,500,50000,Yes,Warren Wagner,4.0,18-30,500000,Low Income
5518,Maldives,64,Female,57880,25,9,126,27.0,89636,993,100,1000,5000,500,50000,No,Kelsey Valenzuela,4.0,60+,500000,Middle Income
1480,Saint Kitts and Nevis,51,Female,141408,25,19,343,38.0,99488,990,100,1000,5000,500,50000,Yes,Sheila Leon,4.0,46-60,500000,High Income
5108,El Salvador,53,Male,137382,40,27,119,33.0,99150,991,100,1000,5000,500,50000,Yes,Christina Green,4.0,46-60,500000,High Income
9080,Congo,65,Male,119315,37,33,162,38.0,96715,995,100,1000,5000,500,50000,No,Julie White,4.0,60+,500000,High Income
9705,Korea,60,Female,101919,68,36,184,37.0,94907,998,100,1000,5000,500,50000,Yes,Nathaniel Cline,4.0,60+,500000,High Income
4762,Bangladesh,72,Male,103933,74,34,314,37.0,96326,996,100,1000,5000,500,50000,Yes,Tammie Brewer,4.0,60+,500000,High Income
4044,Tuvalu,27,Female,79179,62,40,112,15.0,75221,975,98,997,4992,500,49997,Yes,Katelyn Sanders,4.007021063,18-30,489216,High Income
2436,Ireland,50,Female,84312,50,22,365,33.0,99410,990,100,1000,5000,500,50000,Yes,Jeffrey Olson,4.0,46-60,500000,High Income
8383,Cameroon,70,Male,67415,68,13,365,28.0,93923,994,100,1000,5000,500,50000,Yes,Sarah Jones,4.0,60+,500000,Middle Income
5937,Nepal,63,Female,71972,47,22,220,50.0,85848,981,100,1000,5000,500,50000,Yes,James Ross,4.0,60+,500000,High Income
4168,Tunisia,71,Female,44047,15,16,170,43.0,95293,993,100,1000,5000,500,50000,No,Dennis Crane,4.0,60+,500000,Middle Income
1961,Somalia,19,Male,123775,69,19,242,50.0,85756,981,100,1000,5000,500,50000,Yes,Kevin Robinson,4.0,18-30,500000,High Income
7601,French Polynesia,18,Male,69793,24,23,220,50.0,85790,981,100,1000,5000,500,50000,Yes,Kenneth Simmons,4.0,18-30,500000,Middle Income
7438,Guam,31,Male,47203,31,28,271,47.0,89285,988,100,1000,5000,500,50000,Yes,Jennifer Fischer,4.0,31-45,500000,Middle Income
4110,Afghanistan,26,Female,116781,70,32,155,38.0,97312,995,100,1000,5000,500,50000,Yes,Edwin Herman,4.0,18-30,500000,High Income
4269,Montenegro,47,Male,52778,30,11,249,43.0,92640,995,100,1000,5000,500,50000,No,Bonnie Jones,4.0,46-60,500000,Middle Income
6385,China,41,Female,84412,30,13,155,38.0,97459,994,100,1000,5000,500,50000,No,Lori Stewart,4.0,31-45,500000,High Income
7423,Myanmar,26,Female,26379,28,39,235,35.0,92392,1000,100,1000,5000,500,50000,No,Jonathan Rodriguez,4.0,18-30,500000,Low Income
6830,Cambodia,75,Female,32576,10,38,322,29.0,90367,997,100,1000,5000,500,50000,No,Wayne Kennedy,4.0,60+,500000,Middle Income
7067,Philippines,24,Female,122689,49,34,104,23.0,85127,983,100,1000,5000,500,50000,Yes,Alexander Thompson,4.0,18-30,500000,High Income
9310,Namibia,70,Male,98403,31,30,220,47.0,89723,990,100,1000,5000,500,50000,Yes,Angelica Montoya,4.0,60+,500000,High Income
1415,Sri Lanka,79,Female,28552,18,35,336,31.0,94270,997,100,1000,5000,500,50000,No,Beth Singh,4.0,60+,500000,Low Income
5490,Burundi,80,Male,97381,35,15,162,41.0,96646,993,100,1000,5000,500,50000,No,Jonathan Meyer,4.0,60+,500000,High Income
3678,Dominica,58,Male,21215,60,17,162,42.0,96127,993,100,1000,5000,500,50000,Yes,Kevin Wilson,4.0,46-60,500000,Low Income
2402,United Kingdom,32,Female,84475,75,20,278,48.0,88558,986,100,1000,5000,500,50000,Yes,Erica Sanders,4.0,31-45,500000,High Income
9722,Liechtenstein,52,Male,56537,48,39,365,18.0,75221,975,99,999,4997,500,49999,Yes,Nicole Evans,4.002002002,46-60,494703,Middle Income
6380,Burkina Faso,74,Male,87795,75,17,213,48.0,88369,987,100,1000,5000,500,50000,Yes,Jane Ryan,4.0,60+,500000,High Income
